ip_name,series_name,series_year,product_name,category_group,category,kuji_prize_tier,characters,character_aliases,manufacturer,official_price,release_date,tags,image_url,source_url
進擊的巨人,黏土人系列,2014,黏土人 米卡莎·阿卡曼,立體公仔類,可動公仔,,米卡莎·阿卡曼,,Good Smile Company,¥4074,2014-01-20,黏土人;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,黏土人系列,2014,黏土人 里維,立體公仔類,可動公仔,,里維·阿卡曼,兵長,Good Smile Company,¥4278,2014-06-25,黏土人;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,MAPPA 動畫製作資料集,2022,The Final Season 原畫集 第1卷,出版品類,畫集,,艾連·葉卡;萊納·布朗,艾主席;鎧甲巨人,MAPPA,¥3300,2022-03-15,MAPPA;原畫集;The Final Season,,https://mappa-onlineshop.com/
進擊的巨人,WIT STUDIO 動畫製作資料集,2014,電視動畫 第一季 設定資料集,出版品類,設定集,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼,艾主席;;;兵長,WIT STUDIO,¥2200,2014-08-20,WIT;設定集;第一季,,https://witstudio.co.jp/
進擊的巨人,日清杯麵 聯名,2017,珍種謎肉 壓克力泡麵蓋 里維,生活雜貨類,泡麵蓋,,里維·阿卡曼,兵長,日清食品,非賣品,2017-06-12,日清;杯麵;聯名;抽獎景品,,https://www.nissin.com/
進擊的巨人,JINS PC 聯名電腦眼鏡,2014,艾連款式 電腦眼鏡,配戴隨身類,眼鏡,,艾連·葉卡,艾主席,JINS,¥4990,2014-03-05,JINS;眼鏡;聯名;PC眼鏡,,https://www.jins.com/
進擊的巨人,JINS PC 聯名電腦眼鏡,2014,里維款式 電腦眼鏡,配戴隨身類,眼鏡,,里維·阿卡曼,兵長,JINS,¥4990,2014-03-05,JINS;眼鏡;聯名;PC眼鏡,,https://www.jins.com/
進擊的巨人,木棉花 台灣限定,2022,燙金 大紙袋 自由之翼,包袋類,紙袋,,,,木棉花,NT$150,2022-02-10,木棉花;台灣限定;動漫節;提袋,,https://www.e-muse.com.tw/
進擊的巨人,一番賞 進擊的巨人～自由之翼～,2015,里維 兵長 公仔,立體公仔類,公仔,A賞,里維·阿卡曼,兵長,BANPRESTO,¥620,2015-08-15,一番賞;公仔;自由之翼,,https://1kuji.com/
進擊的巨人,一番賞 進擊的巨人～自由之翼～,2015,米卡莎 公仔,立體公仔類,公仔,B賞,米卡莎·阿卡曼,,BANPRESTO,¥620,2015-08-15,一番賞;公仔;自由之翼,,https://1kuji.com/
進擊的巨人,animate 滿額特典,2020,The Final Season 紀念明信片 約翰,紙製/影像類,明信片,,約翰·基爾休坦,讓讓子,animate,非賣品,2020-12-07,animate;特典;明信片,,https://www.animate-onlineshop.jp/
進擊的巨人,USJ 日本環球影城聯名,2019,調查兵團 造型水壺,生活雜貨類,水壺,,,,USJ,¥3200,2019-05-31,USJ;環球影城;水壺;調查兵團,,https://www.usj.co.jp/
進擊的巨人,壽屋 塑膠組裝模型,2017,艾連·葉卡 巨人Ver.,立體公仔類,組裝模型,,艾連·葉卡,艾主席;進擊的巨人,KOTOBUKIYA,¥4620,2017-02-15,壽屋;組裝模型;巨人化,,https://www.kotobukiya.co.jp/
進擊的巨人,MOVIC Kuma-mate,2014,Kuma-mate 熊熊玩偶 里維,布娃娃類,玩偶,,里維·阿卡曼,兵長,MOVIC,¥880,2014-08-21,MOVIC;Kuma-mate;玩偶,,https://www.movic.jp/
進擊的巨人,MOVIC Kuma-mate,2014,Kuma-mate 專屬替換服裝 調查兵團,服裝類,娃衣,,,,MOVIC,¥990,2014-08-21,MOVIC;Kuma-mate;娃衣;調查兵團,,https://www.movic.jp/
進擊的巨人,一番賞 進擊的巨人～飛舞於空中的調查兵團～,2014,艾爾文 騎馬公仔,立體公仔類,公仔,B賞,艾爾文·史密斯,團長,BANPRESTO,¥600,2014-08-09,一番賞;公仔;騎馬,,https://1kuji.com/
進擊的巨人,官方角色名鑑,2017,進擊的巨人 角色名鑑 FINAL,出版品類,公式書,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,講談社,¥990,2017-08-09,漫畫;公式書;設定資料,,https://kc.kodansha.co.jp/
進擊的巨人,漫畫特裝版附錄,2013,進擊的巨人 第12卷 特裝版附錄 OAD,影音類,DVD,,里維·阿卡曼;艾連·葉卡,兵長;艾主席,講談社,¥2980,2013-12-09,OAD;DVD;特裝版附錄;伊爾賽的手札,,https://kc.kodansha.co.jp/
進擊的巨人,黏土人系列,2014,黏土人 阿爾敏·亞魯雷特,立體公仔類,可動公仔,,阿爾敏·亞魯雷特,,Good Smile Company,¥4584,2014-10-30,黏土人;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,黏土人系列,2019,黏土人 漢吉·佐耶,立體公仔類,可動公仔,,漢吉·佐耶,分隊長,Good Smile Company,¥5500,2019-09-25,黏土人;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,萬代 扭蛋系列,2022,排排坐 睡眠公仔 艾連,立體公仔類,扭蛋,,艾連·葉卡,艾主席,BANDAI,¥400,2022-04-15,萬代;扭蛋;睡眠公仔,,https://gashapon.jp/
進擊的巨人,萬代 扭蛋系列,2022,排排坐 睡眠公仔 里維,立體公仔類,扭蛋,,里維·阿卡曼,兵長,BANDAI,¥400,2022-04-15,萬代;扭蛋;睡眠公仔,,https://gashapon.jp/
進擊的巨人,MOVIC 閱讀系列,2021,壓克力立牌 艾連 讀書Ver.,生活雜貨類,立牌,,艾連·葉卡,艾主席,MOVIC,¥1650,2021-11-05,MOVIC;立牌;讀書系列,,https://www.movic.jp/
進擊的巨人,MOVIC 閱讀系列,2021,壓克力立牌 里維 讀書Ver.,生活雜貨類,立牌,,里維·阿卡曼,兵長,MOVIC,¥1650,2021-11-05,MOVIC;立牌;讀書系列,,https://www.movic.jp/
進擊的巨人,台灣繁體中文版漫畫,2021,進擊的巨人 第34卷 首刷限定版,出版品類,漫畫,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,東立出版社,NT$250,2021-10-08,東立;台灣版;漫畫;首刷限定,,https://www.tongli.com.tw/
進擊的巨人,台灣繁體中文版漫畫,2015,進擊的巨人 ANSWERS 公式漫迷手冊,出版品類,公式書,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,東立出版社,NT$130,2015-12-10,東立;台灣版;公式書,,https://www.tongli.com.tw/
進擊的巨人,animate cafe 聯名,2019,滿額特典 隨機杯墊,紙製/影像類,杯墊,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,animate cafe,非賣品,2019-12-05,animate;聯名;杯墊;特典;盲抽,,https://cafe.animate.co.jp/
進擊的巨人,動畫 BD/DVD,2013,第一季 Blu-ray 第1卷,影音類,BD,,艾連·葉卡;米卡莎·阿卡曼,艾主席;,波麗佳音,¥6600,2013-07-17,BD;第一季;初推,,https://shingeki.tv/
進擊的巨人,USJ 日本環球影城聯名,2017,調查兵團 披風,服裝類,披風,,,,USJ,¥6500,2017-01-13,USJ;環球影城;披風;調查兵團,,https://www.usj.co.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,公式圖錄 畫集,出版品類,畫集,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;艾爾文·史密斯;漢吉·佐耶,艾主席;;;兵長;團長;分隊長,官方,¥3300,2019-07-05,巨人展;畫集;公式圖錄,,https://www.kyojinten.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,名言撲克牌,生活雜貨類,撲克牌,,艾連·葉卡;里維·阿卡曼;艾爾文·史密斯,艾主席;兵長;團長,官方,¥1650,2019-07-05,巨人展;撲克牌;名言,,https://www.kyojinten.jp/
進擊的巨人,Q posket,2022,Q posket 艾連·葉卡,立體公仔類,景品,,艾連·葉卡,艾主席,BANPRESTO,非賣品,2022-08-25,Q posket;景品;公仔,,https://bsp-prize.jp/
進擊的巨人,Q posket,2022,Q posket 里維·阿卡曼,立體公仔類,景品,,里維·阿卡曼,兵長,BANPRESTO,非賣品,2022-08-25,Q posket;景品;公仔,,https://bsp-prize.jp/
進擊的巨人,台灣 悠遊卡 聯名,2024,超大型巨人 裁型悠遊卡,配戴隨身類,電子票證,,貝爾托特·胡佛,超大型巨人;貝爾托特,悠遊卡公司,NT$399,2024-03-15,悠遊卡;台灣限定;平面卡,,https://www.easycard.com.tw/
進擊的巨人,台灣 一卡通 聯名,2024,進擊的巨人 特裝版 一卡通,配戴隨身類,電子票證,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,一卡通公司,NT$250,2024-01-10,一卡通;台灣限定,,https://www.i-pass.com.tw/
進擊的巨人,黏土人系列,2014,黏土人 里維 掃除Ver.,立體公仔類,可動公仔,,里維·阿卡曼,兵長,Good Smile Company,¥4074,2014-07-27,黏土人;GSC;公仔;限定;掃除,,https://www.goodsmile.info/
進擊的巨人,黏土人系列,2018,黏土人 艾爾文·史密斯,立體公仔類,可動公仔,,艾爾文·史密斯,團長,Good Smile Company,¥4888,2018-01-25,黏土人;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,一番賞 進擊的巨人～獸之巨人戰～,2017,里維 軟膠吊飾,配戴隨身類,吊飾,F賞,里維·阿卡曼,兵長,BANPRESTO,¥620,2017-08-12,一番賞;吊飾;軟膠,,https://1kuji.com/
進擊的巨人,一番賞 進擊的巨人～獸之巨人戰～,2017,艾爾文 軟膠吊飾,配戴隨身類,吊飾,F賞,艾爾文·史密斯,團長,BANPRESTO,¥620,2017-08-12,一番賞;吊飾;軟膠,,https://1kuji.com/
進擊的巨人,U-TREASURE 聯名飾品,2021,里維 經典台詞 造型戒指,配戴隨身類,飾品,,里維·阿卡曼,兵長,U-TREASURE,¥16500,2021-12-25,U-TREASURE;聯名;戒指;銀飾,,https://u-treasure.jp/
進擊的巨人,U-TREASURE 聯名飾品,2021,艾連 經典台詞 造型戒指,配戴隨身類,飾品,,艾連·葉卡,艾主席,U-TREASURE,¥16500,2021-12-25,U-TREASURE;聯名;戒指;銀飾,,https://u-treasure.jp/
進擊的巨人,WIT STUDIO 徽章,2015,隨機徽章 第1彈 艾連,配戴隨身類,徽章,,艾連·葉卡,艾主席,WIT STUDIO,¥440,2015-05-10,盲抽;徽章;WIT,,https://witstudio.co.jp/
進擊的巨人,WIT STUDIO 徽章,2015,隨機徽章 第1彈 里維,配戴隨身類,徽章,,里維·阿卡曼,兵長,WIT STUDIO,¥440,2015-05-10,盲抽;徽章;WIT,,https://witstudio.co.jp/
進擊的巨人,SuperGroupies 聯名,2020,艾連·葉卡 款式 手錶,配戴隨身類,手錶,,艾連·葉卡,艾主席,SuperGroupies,¥19800,2020-09-15,SuperGroupies;聯名;手錶,,https://www.super-groupies.com/
進擊的巨人,SuperGroupies 聯名,2020,里維 款式 托特包,包袋類,托特包,,里維·阿卡曼,兵長,SuperGroupies,¥14080,2020-09-15,SuperGroupies;聯名;包包,,https://www.super-groupies.com/
進擊的巨人,MOVIC 武器模型,2015,1/1 立體機動裝置,立體公仔類,武器模型,,,,MOVIC,¥107800,2015-10-01,1/1;立體機動裝置;MOVIC;高價,,https://www.movic.jp/
進擊的巨人,animate cafe 聯名,2021,隨機壓克力立牌 漢吉,生活雜貨類,立牌,,漢吉·佐耶,分隊長,animate cafe,¥700,2021-06-23,animate;聯名;立牌;盲抽,,https://cafe.animate.co.jp/
進擊的巨人,animate cafe 聯名,2021,隨機壓克力立牌 萊納,生活雜貨類,立牌,,萊納·布朗,鎧甲巨人,animate cafe,¥700,2021-06-23,animate;聯名;立牌;盲抽,,https://cafe.animate.co.jp/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,艾連 巨人化模型,立體公仔類,公仔,A賞,艾連·葉卡,艾主席;進擊的巨人,BANPRESTO,¥750,2023-11-20,一番賞;公仔;地鳴,,https://1kuji.com/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,隨機毛巾 阿爾敏,生活雜貨類,毛巾,G賞,阿爾敏·亞魯雷特,,BANPRESTO,¥750,2023-11-20,一番賞;毛巾;地鳴,,https://1kuji.com/
進擊的巨人,台灣 統一超商 聯名,2022,巨人隨行杯,生活雜貨類,杯子,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,統一超商,NT$699,2022-10-05,7-11;台灣限定;隨行杯,,https://www.7-11.com.tw/
進擊的巨人,台灣 統一超商 聯名,2022,造型抱枕 雙面,布娃娃類,抱枕,,,,統一超商,NT$899,2022-10-05,7-11;台灣限定;抱枕,,https://www.7-11.com.tw/
進擊的巨人,GSC 黏土娃,2022,黏土娃 艾連·葉卡,立體公仔類,可動公仔,,艾連·葉卡,艾主席,Good Smile Company,¥7500,2022-08-10,黏土娃;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,GSC 黏土娃,2022,黏土娃 專用服裝 調查兵團,服裝類,娃衣,,,,Good Smile Company,¥4500,2022-08-10,黏土娃;GSC;娃衣;調查兵團,,https://www.goodsmile.info/
進擊的巨人,兵長生日紀念,2021,里維 生日紀念 帆布畫,生活雜貨類,裝飾畫,,里維·阿卡曼,兵長,MAPPA,¥4400,2021-12-25,MAPPA;生日紀念;帆布畫,,https://mappa-onlineshop.com/
進擊的巨人,兵長生日紀念,2021,里維 生日紀念 壓克力立牌,生活雜貨類,立牌,,里維·阿卡曼,兵長,MAPPA,¥1870,2021-12-25,MAPPA;生日紀念;立牌,,https://mappa-onlineshop.com/
進擊的巨人,primaniacs 聯名香水,2018,角色專屬香水 艾連,生活雜貨類,香水,,艾連·葉卡,艾主席,primaniacs,¥5959,2018-10-26,primaniacs;香水;聯名,,https://primaniacs.com/
進擊的巨人,primaniacs 聯名香水,2018,角色專屬香水 里維,生活雜貨類,香水,,里維·阿卡曼,兵長,primaniacs,¥5959,2018-10-26,primaniacs;香水;聯名,,https://primaniacs.com/
進擊的巨人,POP UP PARADE,2021,POP UP PARADE 艾連·葉卡,立體公仔類,公仔,,艾連·葉卡,艾主席,Good Smile Company,¥3900,2021-12-15,PUP;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,Linked Horizon 音樂 CD,2013,自由への進撃,影音類,CD,,,,波麗佳音,¥1200,2013-07-10,LinkedHorizon;CD;OP;紅蓮的弓矢,,https://shingeki.tv/
進擊的巨人,base yard tokyo 聯名快閃店,2023,壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,base yard tokyo,¥1650,2023-02-15,快閃店;立牌;baseyard,,https://www.palcloset.jp/
進擊的巨人,base yard tokyo 聯名快閃店,2023,壓克力立牌 亞妮,生活雜貨類,立牌,,亞妮·雷恩哈特,女巨人,base yard tokyo,¥1650,2023-02-15,快閃店;立牌;baseyard,,https://www.palcloset.jp/
進擊的巨人,唐吉訶德 聯名,2022,隨機徽章,配戴隨身類,徽章,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,Don Quijote,¥440,2022-05-28,唐吉訶德;盲抽;徽章,,https://www.ppihgroup.com/
進擊的巨人,Hobby Max 比例公仔,2021,1/7 比例公仔 里維,立體公仔類,比例公仔,,里維·阿卡曼,兵長,Hobby Max,¥16500,2021-08-10,HobbyMax;比例公仔;1/7,,https://www.hobbymax.net/
進擊的巨人,台灣 木棉花 漫博周邊,2023,調查兵團 壓克力鑰匙圈,配戴隨身類,鑰匙圈,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,木棉花,NT$120,2023-07-27,木棉花;台灣限定;漫博;鑰匙圈,,https://www.e-muse.com.tw/
進擊的巨人,台灣 木棉花 漫博周邊,2023,The Final Season 電競滑鼠墊,生活雜貨類,滑鼠墊,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,木棉花,NT$500,2023-07-27,木棉花;台灣限定;漫博;滑鼠墊,,https://www.e-muse.com.tw/
進擊的巨人,漫畫特裝版附錄,2021,進擊的巨人 第34卷 特裝版 Beginning 小冊子,出版品類,小冊子,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;;,講談社,¥1100,2021-06-09,漫畫;特裝版附錄;小冊子;完結,,https://kc.kodansha.co.jp/
進擊的巨人,MAPPA 壓克力磚,2022,The Final Season 視覺圖 壓克力磚,生活雜貨類,壓克力磚,,艾連·葉卡;萊納·布朗,艾主席;鎧甲巨人,MAPPA,¥3300,2022-03-15,MAPPA;壓克力磚;主視覺,,https://mappa-onlineshop.com/
進擊的巨人,COSPA 服飾,2013,調查兵團 T恤,服裝類,T恤,,,,COSPA,¥3190,2013-09-10,COSPA;服飾;調查兵團,,https://cospa.co.jp/
進擊的巨人,COSPA 服飾,2014,調查兵團 連帽外套,服裝類,外套,,,,COSPA,¥16280,2014-12-15,COSPA;服飾;調查兵團;Cosplay,,https://cospa.co.jp/
進擊的巨人,MOVIC 資料夾,2015,A4 透明資料夾 艾連&里維,紙製/影像類,資料夾,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,MOVIC,¥385,2015-04-20,MOVIC;資料夾;文具,,https://www.movic.jp/
進擊的巨人,三麗鷗聯名,2022,壓克力立牌 艾連×布丁狗,生活雜貨類,立牌,,艾連·葉卡,艾主席,Premium Bandai,¥1650,2022-10-15,三麗鷗;聯名;立牌;布丁狗,,https://p-bandai.jp/
進擊的巨人,三麗鷗聯名,2022,收納包 里維×酷企鵝,包袋類,收納包,,里維·阿卡曼,兵長,Premium Bandai,¥2200,2022-10-15,三麗鷗;聯名;化妝包;酷企鵝,,https://p-bandai.jp/
進擊的巨人,WIT STUDIO 原畫商品,2017,原畫明信片套組 第2季,紙製/影像類,明信片,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼,艾主席;;;兵長,WIT STUDIO,¥1100,2017-08-10,WIT;原畫;明信片,,https://witstudio.co.jp/
進擊的巨人,Joypolis 聯名,2019,票卡夾 艾爾文,配戴隨身類,票卡夾,,艾爾文·史密斯,團長,Joypolis,¥1650,2019-12-19,Joypolis;聯名;票卡夾,,https://tokyo-joypolis.com/
進擊的巨人,一番賞 進擊的巨人～飛舞於空中的調查兵團～,2014,玻璃杯 里維,生活雜貨類,杯子,H賞,里維·阿卡曼,兵長,BANPRESTO,¥600,2014-08-09,一番賞;玻璃杯,,https://1kuji.com/
進擊的巨人,漫畫盒裝版,2021,進擊的巨人 漫畫全卷 收納盒,出版品類,收納盒,,,,講談社,¥2750,2021-06-09,漫畫;收納盒;完結紀念,,https://kc.kodansha.co.jp/
進擊的巨人,壽屋 ARTFX J,2021,1/8 比例公仔 里維 Fortitude Ver.,立體公仔類,比例公仔,,里維·阿卡曼,兵長,KOTOBUKIYA,¥16280,2021-11-25,壽屋;ARTFXJ;公仔;戰損,,https://www.kotobukiya.co.jp/
進擊的巨人,台灣 i-Ride 飛行劇院,2021,奪還之戰 飛行紀念徽章,配戴隨身類,徽章,,,,智崴資訊,NT$150,2021-03-12,i-Ride;台灣限定;徽章;遊樂設施,,https://www.iridetaipei.com/
進擊的巨人,台灣 i-Ride 飛行劇院,2021,飛行紀念 典藏明信片,紙製/影像類,明信片,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,智崴資訊,NT$80,2021-03-12,i-Ride;台灣限定;明信片,,https://www.iridetaipei.com/
進擊的巨人,藏壽司 聯名扭蛋,2023,隨機徽章 艾連,配戴隨身類,徽章,,艾連·葉卡,艾主席,藏壽司,非賣品,2023-10-13,藏壽司;台灣限定;扭蛋;盲抽,,https://www.kurasushi.tw/
進擊的巨人,藏壽司 聯名扭蛋,2023,隨機壓克力吊飾 里維,配戴隨身類,吊飾,,里維·阿卡曼,兵長,藏壽司,非賣品,2023-10-13,藏壽司;台灣限定;扭蛋;盲抽,,https://www.kurasushi.tw/
進擊的巨人,Max Factory figma,2014,figma 艾連·葉卡,立體公仔類,可動公仔,,艾連·葉卡,艾主席,Max Factory,¥5093,2014-04-30,figma;公仔;GSC,,https://www.goodsmile.info/
進擊的巨人,Max Factory figma,2014,figma 米卡莎·阿卡曼,立體公仔類,可動公仔,,米卡莎·阿卡曼,,Max Factory,¥5093,2014-01-31,figma;公仔;GSC,,https://www.goodsmile.info/
進擊的巨人,Max Factory figma,2014,figma 里維,立體公仔類,可動公仔,,里維·阿卡曼,兵長,Max Factory,¥5093,2014-06-25,figma;公仔;GSC,,https://www.goodsmile.info/
進擊的巨人,進擊！巨人中學校,2015,動畫OP 青春は花火のように,影音類,CD,,,,波麗佳音,¥1500,2015-11-18,巨人中學校;CD;LinkedHorizon,,https://shingeki.tv/
進擊的巨人,進擊！巨人中學校,2015,Q版壓克力鑰匙圈 阿爾敏,配戴隨身類,鑰匙圈,,阿爾敏·亞魯雷特,,講談社,¥660,2015-12-10,巨人中學校;鑰匙圈;Q版,,https://kc.kodansha.co.jp/
進擊的巨人,MAPPA SHOWCASE,2020,主視覺 A4透明資料夾,紙製/影像類,資料夾,,艾連·葉卡;里維·阿卡曼,艾主席;兵長,MAPPA,¥440,2020-11-27,MAPPA;展覽限定;資料夾,,https://mappa-onlineshop.com/
進擊的巨人,MAPPA SHOWCASE,2020,The Final Season 紀念托特包,包袋類,托特包,,,,MAPPA,¥2200,2020-11-27,MAPPA;展覽限定;包包,,https://mappa-onlineshop.com/
進擊的巨人,一番賞 進擊的巨人～壁外調查～,2015,馬術騎馬模型 艾爾文,立體公仔類,公仔,B賞,艾爾文·史密斯,團長,BANPRESTO,¥620,2015-05-23,一番賞;公仔;壁外調查,,https://1kuji.com/
進擊的巨人,KOTOBUKIYA 比例公仔,2014,1/8 比例公仔 米卡莎·阿卡曼,立體公仔類,比例公仔,,米卡莎·阿卡曼,,KOTOBUKIYA,¥13200,2014-10-31,壽屋;ARTFXJ;比例公仔,,https://www.kotobukiya.co.jp/
進擊的巨人,台灣 華山 巨人展,2015,台灣限定 展覽導覽手冊,出版品類,場刊,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,雅慕斯娛樂,NT$250,2015-12-11,巨人展;台灣限定;華山;場刊,,https://www.kyojinten.tw/
進擊的巨人,台灣 華山 巨人展,2015,調查兵團 陶瓷馬克杯,生活雜貨類,杯子,,,,雅慕斯娛樂,NT$450,2015-12-11,巨人展;台灣限定;華山;馬克杯,,https://www.kyojinten.tw/
進擊的巨人,日清杯麵 聯名,2018,珍種謎肉 聯名馬克杯,生活雜貨類,杯子,,艾連·葉卡,艾主席,NISSIN,非賣品,2018-06-11,日清;聯名;非賣品;抽獎,,https://www.nissin.com/
進擊的巨人,Megahouse GEM,2019,G.E.M.系列 艾爾文·史密斯,立體公仔類,比例公仔,,艾爾文·史密斯,團長,MegaHouse,¥15180,2019-10-31,GEM;MegaHouse;比例公仔,,https://www.megahobby.jp/
進擊的巨人,USJ 日本環球影城,2017,調查兵團 披風,服裝類,披風,,,,USJ,¥6500,2017-01-13,USJ;披風;調查兵團;Cosplay,,https://www.usj.co.jp/
進擊的巨人,USJ 日本環球影城,2019,隨機立體機動裝置 鑰匙圈,配戴隨身類,鑰匙圈,,,,USJ,¥800,2019-05-31,USJ;鑰匙圈;盲抽,,https://www.usj.co.jp/
進擊的巨人,U-TREASURE 聯名飾品,2021,艾連·葉卡 誓言戒指,配戴隨身類,戒指,,艾連·葉卡,艾主席,U-TREASURE,¥16500,2021-11-01,UTREASURE;戒指;銀飾,,https://u-treasure.jp/
進擊的巨人,U-TREASURE 聯名飾品,2021,里維 誓言戒指,配戴隨身類,戒指,,里維·阿卡曼,兵長,U-TREASURE,¥16500,2021-11-01,UTREASURE;戒指;銀飾,,https://u-treasure.jp/
進擊的巨人,BANDAI 轉蛋,2022,排隊睡眠公仔 艾連,立體公仔類,扭蛋,,艾連·葉卡,艾主席,BANDAI,¥400,2022-08-15,萬代;轉蛋;睡眠公仔,,https://gashapon.jp/
進擊的巨人,BANDAI 轉蛋,2022,排隊睡眠公仔 里維,立體公仔類,扭蛋,,里維·阿卡曼,兵長,BANDAI,¥400,2022-08-15,萬代;轉蛋;睡眠公仔,,https://gashapon.jp/
進擊的巨人,WIT STUDIO 壓克力立牌,2018,淺野恭司 原畫展 壓克力立牌 艾連,生活雜貨類,立牌,,艾連·葉卡,艾主席,WIT STUDIO,¥1650,2018-09-08,WIT;淺野恭司;原畫展,,https://witstudio.co.jp/
進擊的巨人,WIT STUDIO 壓克力立牌,2018,淺野恭司 原畫展 壓克力立牌 里維,生活雜貨類,立牌,,里維·阿卡曼,兵長,WIT STUDIO,¥1650,2018-09-08,WIT;淺野恭司;原畫展,,https://witstudio.co.jp/
進擊的巨人,台灣 悠遊卡公司,2023,立體機動裝置 造型悠遊卡,生活雜貨類,悠遊卡,,,,悠遊卡公司,NT$599,2023-11-02,台灣限定;悠遊卡;立體機動裝置,,https://www.easycard.com.tw/
進擊的巨人,台灣 悠遊卡公司,2023,超大型巨人 造型悠遊卡,生活雜貨類,悠遊卡,,貝爾托特·胡佛,超大型巨人,悠遊卡公司,NT$699,2023-11-02,台灣限定;悠遊卡;巨人化,,https://www.easycard.com.tw/
進擊的巨人,一番賞 進擊的巨人～地鳴～,2023,里維·阿卡曼 戰損公仔,立體公仔類,公仔,B賞,里維·阿卡曼,兵長,BANPRESTO,¥750,2023-11-20,一番賞;戰損;公仔,,https://1kuji.com/
進擊的巨人,Animate 特典,2021,The Final Season 開播紀念 明信片,紙製/影像類,明信片,,艾連·葉卡;萊納·布朗,艾主席;鎧甲巨人,Animate,非賣品,2021-01-10,Animate;特典;非賣品;滿額贈,,https://www.animate-onlineshop.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,展覽限定 撲克牌,生活雜貨類,桌遊,,艾連·葉卡;米卡莎·阿卡曼;阿爾敏·亞魯雷特;里維·阿卡曼;漢吉·佐耶;艾爾文·史密斯,艾主席;;;兵長;分隊長;團長,講談社,¥1650,2019-07-05,巨人展FINAL;撲克牌;周邊,,https://kyojinten.jp/
進擊的巨人,進擊的巨人展 FINAL,2019,原畫 B2海報,紙製/影像類,海報,,艾連·葉卡,艾主席,講談社,¥1100,2019-07-05,巨人展FINAL;海報;原畫,,https://kyojinten.jp/
進擊的巨人,GSC 黏土人,2014,黏土人 艾爾文·史密斯,立體公仔類,可動公仔,,艾爾文·史密斯,團長,Good Smile Company,¥4888,2014-10-31,黏土人;GSC;公仔,,https://www.goodsmile.info/
進擊的巨人,漫畫單行本,2010,進擊的巨人 第1卷,出版品類,漫畫,,,,講談社,¥495,2010-03-17,漫畫;單行本;首刷,,https://kc.kodansha.co.jp/
進擊的巨人,官方導讀手冊,2017,進擊的巨人 角色名鑑,出版品類,設定集,,艾連·葉卡;里維·阿卡曼;米卡莎·阿卡曼;阿爾敏·亞魯雷特,艾主席;兵長;;,講談社,¥968,2017-08-09,漫畫;設定集;公式書,,https://kc.kodansha.co.jp/
進擊的巨人,SuperGroupies 聯名,2019,調查兵團 手錶,配戴隨身類,手錶,,,,SuperGroupies,¥16280,2019-10-25,SuperGroupies;聯名;手錶;調查兵團,,https://www.super-groupies.com/
進擊的巨人,SuperGroupies 聯名,2019,里維款 側背包,包袋類,側背包,,里維·阿卡曼,兵長,SuperGroupies,¥14080,2019-10-25,SuperGroupies;聯名;包包;調查兵團,,https://www.super-groupies.com/
